City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
342,Olafsvik,IS,64.8945,-23.7142,23.27,72,84,11.36,broken clouds
343,Marrakesh,MA,31.6315,-8.0083,50.07,76,20,8.05,few clouds
344,Ha Giang,VN,22.8333,104.9833,57.27,61,100,3.22,overcast clouds
345,Kaeo,NZ,-35.1,173.7833,72.32,71,85,0.47,overcast clouds
346,Great Falls,US,47.5002,-111.3008,34.41,79,20,12.66,few clouds
347,San Lawrenz,MT,36.0553,14.204,60.85,78,41,1.99,scattered clouds
348,Baculin,PH,7.4525,126.5842,82.45,76,75,4.83,broken clouds
349,Ponta Delgada,PT,37.7333,-25.6667,54.32,71,20,9.22,few clouds
350,Elban,RU,50.1018,136.5094,-9.4,92,99,4.34,overcast clouds
351,Khanino,RU,54.211,36.6229,33.91,94,100,14.5,overcast clouds
352,Mahebourg,MU,-20.4081,57.7,83.25,78,75,17.27,light rain
353,Ozuluama,MX,21.6667,-97.85,67.51,97,100,5.32,overcast clouds
354,Sept-Iles,CA,50.2001,-66.3821,34.32,91,100,5.75,overcast clouds
355,Bac Lieu,VN,9.285,105.7244,85.3,58,51,2.42,broken clouds
356,Rio Grande,BR,-32.035,-52.0986,73.0,71,27,13.47,scattered clouds
357,Cayenne,GF,4.9333,-52.3333,73.44,94,75,0.0,broken clouds
358,Taunggyi,MM,20.7833,97.0333,72.66,21,0,7.18,clear sky
359,Xinqing,CN,48.2333,129.5,2.73,80,99,3.76,overcast clouds
360,Tukrah,LY,32.5341,20.5791,56.57,58,8,22.08,clear sky
361,Ruteng,ID,-8.6136,120.4721,69.12,86,98,1.83,overcast clouds
362,Krasnoselkup,RU,65.7,82.4667,-14.53,83,100,14.97,overcast clouds
363,Lufilufi,WS,-13.8745,-171.5986,83.98,74,64,5.53,light rain
364,Qujing,CN,25.4833,103.7833,44.82,72,100,11.95,overcast clouds
365,Bethel,US,41.3712,-73.414,41.65,64,40,0.0,scattered clouds
366,Puerto Ayacucho,VE,5.6639,-67.6236,73.65,84,90,3.56,overcast clouds
367,Aswan,EG,24.0934,32.907,49.3,57,0,6.91,clear sky
368,Ouadda,CF,8.0777,22.4007,67.91,26,67,4.9,broken clouds
369,Tautira,PF,-17.7333,-149.15,79.72,80,14,10.31,light rain
370,Vila Franca Do Campo,PT,37.7167,-25.4333,54.01,77,16,7.74,few clouds
371,Gat,IL,31.61,34.7642,56.39,64,0,3.44,clear sky
372,Tessalit,ML,20.1986,1.0114,59.86,18,37,7.43,scattered clouds
373,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.46,98,100,1.57,overcast clouds
374,Deputatskiy,RU,69.3,139.9,-34.82,100,93,2.04,overcast clouds
375,Nuuk,GL,64.1835,-51.7216,4.96,96,98,13.96,overcast clouds
376,Cabedelo,BR,-6.9811,-34.8339,75.87,82,85,9.42,overcast clouds
377,Kholmogory,RU,64.2229,41.656,6.31,99,91,4.83,overcast clouds
378,Cervo,ES,43.6702,-7.4101,46.99,65,100,17.45,overcast clouds
379,Amazar,RU,53.858,120.875,-13.36,86,100,2.75,overcast clouds
380,Ust-Tsilma,RU,65.441,52.1498,9.0,96,52,5.41,broken clouds
381,Opuwo,NA,-18.0607,13.84,67.91,82,100,1.97,light rain
382,Chifeng,CN,42.2683,118.9636,25.02,43,86,18.68,overcast clouds
383,Camacha,PT,33.0833,-16.3333,56.62,67,75,16.11,broken clouds
384,Te Anau,NZ,-45.4167,167.7167,75.31,49,14,3.83,few clouds
385,Maumere,ID,-8.6199,122.2111,83.16,75,60,5.1,broken clouds
386,San Andres,CO,12.5847,-81.7006,78.82,83,40,5.75,light rain
387,Kresttsy,RU,58.2452,32.5165,34.41,98,100,10.87,overcast clouds
388,Sao Filipe,CV,14.8961,-24.4956,75.94,60,46,10.94,scattered clouds
389,Cap Malheureux,MU,-19.9842,57.6142,83.46,71,98,15.01,overcast clouds
390,Port Lincoln,AU,-34.7333,135.8667,64.24,55,61,20.02,broken clouds
391,Puri,IN,19.8,85.85,77.52,65,35,7.65,scattered clouds
392,Challapata,BO,-18.9,-66.7667,47.16,63,86,3.69,overcast clouds
393,Klaksvik,FO,62.2266,-6.589,32.92,68,99,31.72,light snow
394,Kloulklubed,PW,7.0419,134.2556,84.7,76,83,11.7,broken clouds
395,Mezen,RU,65.8522,44.24,12.34,96,82,7.67,broken clouds
396,Huangchuan,CN,32.1272,115.0394,44.65,33,26,4.0,scattered clouds
397,Sorland,NO,67.667,12.6934,37.26,63,100,20.94,overcast clouds
398,Avera,US,33.194,-82.5271,58.51,95,97,5.5,overcast clouds
399,Goedereede,NL,51.8175,3.9806,39.97,86,64,16.67,broken clouds
400,Praia,CV,14.9215,-23.5087,72.14,83,0,23.02,clear sky
401,Pantai Remis,MY,4.4557,100.6288,87.82,59,86,5.88,overcast clouds
402,Baghdad,IQ,33.3406,44.4009,48.11,100,0,10.36,clear sky
403,Fort Dodge,US,42.4975,-94.168,30.81,93,100,5.75,overcast clouds
404,Tilichiki,RU,60.4667,166.1,-4.41,96,100,8.21,overcast clouds
405,Sola,VU,-13.8833,167.55,79.99,84,100,26.26,moderate rain
406,Araouane,ML,18.9048,-3.5265,65.03,18,97,7.58,overcast clouds
407,Moose Factory,CA,51.2585,-80.6094,21.2,86,100,12.66,light snow
408,Mastic Beach,US,40.7668,-72.8521,42.98,79,100,14.0,overcast clouds
409,Yoichi,JP,43.2039,140.7703,26.01,70,100,19.1,overcast clouds
410,Pointe-Noire,CG,-4.7761,11.8635,78.39,84,99,2.86,overcast clouds
411,Mutoko,ZW,-17.397,32.2268,65.43,87,100,5.39,overcast clouds
412,Buritizeiro,BR,-17.3511,-44.9622,67.87,91,77,1.36,broken clouds
413,Koplik,AL,42.2136,19.4364,59.38,80,100,21.45,overcast clouds
414,Dunmore Town,BS,25.5,-76.65,71.71,59,8,6.93,clear sky
415,Jonkoping,SE,57.7814,14.1562,34.39,93,75,13.8,broken clouds
416,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,70.86,99,100,2.71,overcast clouds
417,Hambantota,LK,6.1241,81.1185,82.74,78,40,17.27,light rain
418,Fairbanks,US,64.8378,-147.7164,-9.9,83,46,1.79,scattered clouds
419,General Roca,AR,-39.0333,-67.5833,70.47,65,98,9.89,light rain
420,Fort Nelson,CA,58.8053,-122.7002,4.95,90,100,2.3,mist
421,Nyurba,RU,63.2842,118.3319,-54.09,98,96,0.34,overcast clouds
422,Bollnas,SE,61.3482,16.3946,34.54,99,100,5.75,light snow
423,Merritt Island,US,28.5392,-80.672,56.05,76,0,5.61,clear sky
424,Luanda,AO,-8.8368,13.2343,78.8,89,40,4.61,scattered clouds
425,Aniche,FR,50.33,3.2535,29.98,83,94,6.55,overcast clouds
426,Ogrezeni,RO,44.4197,25.7683,45.64,81,77,2.71,broken clouds
427,Dunedin,NZ,-45.8742,170.5036,59.81,83,27,4.0,scattered clouds
428,Aykhal,RU,66.0,111.5,-45.02,99,99,5.7,overcast clouds
429,Russell,US,32.3502,-85.1999,58.28,100,100,0.0,fog
430,Manta,EC,-0.95,-80.7333,74.84,76,94,8.61,overcast clouds
431,Snyder,US,32.7179,-100.9176,59.34,47,100,12.66,overcast clouds
432,Auki,SB,-8.7676,160.7034,81.23,83,97,9.91,heavy intensity rain
433,Darovskoy,RU,58.77,47.9564,16.56,88,100,9.44,overcast clouds
434,Kuloy,RU,61.0305,42.4925,24.37,93,100,9.6,overcast clouds
435,Virginia Beach,US,36.8529,-75.978,52.02,93,40,14.97,scattered clouds
436,Grand-Santi,GF,4.25,-54.3833,70.21,100,100,1.97,overcast clouds
437,Yuanping,CN,38.7153,112.7575,26.15,36,1,3.27,clear sky
438,Sawakin,SD,19.1059,37.3321,70.47,67,79,13.24,broken clouds
439,Dinajpur,BD,25.6272,88.6386,71.33,32,0,4.0,clear sky
440,Prainha,BR,-1.8,-53.48,72.09,99,100,0.22,overcast clouds
441,Merauke,ID,-8.4667,140.3333,85.89,71,90,13.62,overcast clouds
442,Henties Bay,NA,-22.116,14.2845,68.0,83,85,5.79,overcast clouds
443,Westport,US,41.1415,-73.3579,43.56,68,97,4.0,overcast clouds
444,Arkhipovka,RU,56.6629,41.2543,23.41,85,100,11.39,overcast clouds
445,Paamiut,GL,61.994,-49.6678,20.17,65,100,8.01,overcast clouds
446,Beira,MZ,-19.8436,34.8389,82.49,74,40,3.44,light rain
447,North Ogden,US,41.3072,-111.9602,30.83,88,97,5.39,overcast clouds
448,Victoria,HK,22.2855,114.1577,65.03,57,65,8.99,broken clouds
449,Qasigiannguit,GL,68.8193,-51.1922,-26.27,74,18,6.22,few clouds
450,Bandarbeyla,SO,9.4942,50.8122,77.49,66,54,16.49,broken clouds
451,Bilibino,RU,68.0546,166.4372,-27.98,96,25,3.15,scattered clouds
452,Vostok,RU,46.4856,135.8833,-2.2,82,82,6.13,broken clouds
453,Bonfim,BR,3.0833,-59.95,74.68,78,93,5.21,overcast clouds
454,Savinka,RU,50.0785,47.0994,21.67,86,66,10.27,broken clouds
455,Santa Fe,AR,-31.6333,-60.7,88.0,37,83,13.0,light rain
456,Ipora,BR,-16.4419,-51.1178,67.95,91,83,1.01,broken clouds
457,Mehamn,NO,71.0357,27.8492,28.35,80,0,11.5,clear sky
458,Hamilton,US,39.1834,-84.5333,42.1,83,15,5.01,few clouds
459,Mukhen,RU,48.1,136.1,-2.54,70,24,7.43,few clouds
460,Taltal,CL,-25.4,-70.4833,66.27,83,3,1.9,clear sky
461,Faya,SA,18.3851,42.4509,52.32,70,59,5.23,broken clouds
462,Pimentel,PE,-6.8367,-79.9342,70.09,78,0,10.36,clear sky
463,Kansk,RU,56.2017,95.7175,-19.5,87,13,2.57,few clouds
464,Isabela,PH,6.7085,121.9711,87.85,72,80,4.07,broken clouds
465,Puerto Gaitan,CO,4.3133,-72.0816,77.63,58,100,5.37,overcast clouds
466,Kamsack,CA,51.5667,-101.9009,4.86,97,100,5.21,overcast clouds
467,Marzuq,YE,14.4,46.4667,72.3,31,7,3.56,clear sky
468,Vangaindrano,MG,-23.35,47.6,79.27,77,50,6.67,light rain
469,Aksarayskiy,RU,46.7924,48.0119,24.55,62,2,8.48,clear sky
470,Kirakira,SB,-10.4544,161.9205,80.82,85,99,10.83,overcast clouds
471,Almora,IN,29.6167,79.6667,58.06,26,51,0.72,broken clouds
472,Liverpool,GB,53.4106,-2.9779,38.08,92,40,2.3,scattered clouds
473,The Valley,AI,18.217,-63.0578,76.86,78,11,15.26,few clouds
474,Magnor,SE,59.9511,12.1996,31.73,99,100,3.67,light snow
475,Port Augusta,AU,-32.5,137.7667,77.22,54,87,22.84,overcast clouds
476,Bonavista,CA,48.6499,-53.1147,37.15,100,100,10.89,light rain
477,Sharon,US,41.2331,-80.4934,40.75,87,97,11.88,overcast clouds
478,Tres Palos,MX,18.1833,-101.6167,62.38,87,17,2.93,few clouds
479,Djambala,CG,-2.5447,14.7533,68.65,82,82,2.86,broken clouds
480,Katubao,PH,5.8892,124.8294,91.38,79,97,5.28,overcast clouds
481,Vestmannaeyjar,IS,63.4427,-20.2734,21.4,76,0,18.79,clear sky
482,Mount Isa,AU,-20.7333,139.5,92.97,36,75,12.66,broken clouds
483,Vrangel,RU,42.7297,133.0839,19.45,32,0,4.43,clear sky
484,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.01,92,3,9.46,clear sky
485,Indramayu,ID,-6.3264,108.32,81.9,77,100,11.74,overcast clouds
486,Sinnamary,GF,5.3833,-52.95,75.56,82,97,5.66,overcast clouds
487,Selfoss,IS,63.9331,-20.9971,3.04,84,10,8.14,clear sky
488,Simbahan,PH,6.3032,120.5836,81.23,75,100,6.31,overcast clouds
489,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,41,0,17.9,clear sky
490,Taoudenni,ML,22.6783,-3.9836,62.24,23,96,2.53,overcast clouds
491,Capitao Poco,BR,-1.7464,-47.0594,70.63,98,100,3.8,overcast clouds
492,Mayumba,GA,-3.432,10.6554,77.36,86,94,3.74,overcast clouds
493,Khandyga,RU,62.6667,135.6,-54.11,98,100,1.03,overcast clouds
494,Mugur-Aksy,RU,50.35,90.5,8.17,76,58,7.52,broken clouds
495,Waingapu,ID,-9.6567,120.2641,84.52,71,78,6.55,broken clouds
496,Loandjili,CG,-4.7561,11.8578,78.37,84,99,2.86,overcast clouds
497,Coro,VE,11.4045,-69.6734,74.28,86,40,9.62,scattered clouds
498,Verkhnevilyuysk,RU,63.4453,120.3167,-54.8,99,84,1.19,broken clouds
499,Tamworth,GB,52.634,-1.6959,34.02,92,94,10.56,overcast clouds
500,Half Moon Bay,US,37.4636,-122.4286,50.31,88,75,0.0,broken clouds
501,Lincoln,US,40.8,-96.667,30.9,85,100,5.99,overcast clouds
502,Petrozavodsk,RU,61.7849,34.3469,29.66,100,100,6.71,light snow
503,Pervomayskoye,RU,43.919,46.7102,39.65,74,23,8.93,few clouds
504,Omsukchan,RU,62.5333,155.8,-31.61,97,100,5.55,overcast clouds
505,Visnes,NO,59.3556,5.2242,33.82,86,40,3.44,scattered clouds
506,Snezhnogorsk,RU,69.1933,33.2531,-0.62,98,39,9.28,scattered clouds
507,Safford,US,32.834,-109.7076,42.12,80,20,4.97,few clouds
508,Cabra,ES,37.4725,-4.4421,39.65,91,96,14.97,overcast clouds
509,Sumbe,AO,-11.2061,13.8437,77.47,80,97,7.02,overcast clouds
510,San Pedro,PH,14.35,121.0167,83.43,76,75,10.36,broken clouds
511,Touros,BR,-5.1989,-35.4608,77.95,81,86,10.27,overcast clouds
512,Cidreira,BR,-30.1811,-50.2056,73.63,86,98,10.92,overcast clouds
513,Lishu,CN,43.3047,124.3278,21.25,37,41,19.42,scattered clouds
514,Moscow,RU,55.7522,37.6156,32.63,94,100,12.75,overcast clouds
515,Salalah,OM,17.0151,54.0924,74.48,59,65,1.86,broken clouds
516,Fare,PF,-16.7,-151.0167,80.82,74,2,12.24,light rain
517,Helong,CN,42.5397,128.9972,22.28,42,0,1.72,clear sky
518,El Dorado,US,38.7666,-120.5177,34.59,91,41,7.67,scattered clouds
519,Yulara,AU,-25.2406,130.9889,99.16,24,8,14.74,clear sky
520,Amasya,TR,40.6667,35.8333,35.28,72,41,5.26,scattered clouds
521,Siguiri,GN,11.6667,-9.5,67.66,18,16,3.67,few clouds
522,Oneonta,US,42.4529,-75.0638,41.81,90,100,4.12,moderate rain
523,Kaka,TM,37.3482,59.6143,32.34,54,100,3.65,overcast clouds
524,Candido Mendes,BR,-1.4467,-45.7167,71.91,96,91,2.73,overcast clouds
525,Biak,ID,-0.9131,122.8766,82.2,73,97,2.35,overcast clouds
526,Sabha,LY,27.0377,14.4283,49.95,39,0,11.61,clear sky
527,Pringsewu,ID,-5.3582,104.9744,82.36,77,95,0.94,overcast clouds
528,Creel,MX,27.75,-107.6333,36.0,90,78,17.13,broken clouds
529,Prince George,CA,53.9166,-122.753,40.44,70,100,13.8,overcast clouds
530,Port Hardy,CA,50.6996,-127.4199,44.78,87,100,29.93,light rain
531,Shimoda,JP,34.6667,138.95,52.16,59,65,5.53,broken clouds
532,Yavaros,MX,26.7,-109.5167,55.45,70,15,5.44,few clouds
533,Hokitika,NZ,-42.7167,170.9667,67.6,70,11,7.92,few clouds
534,Weiswampach,LU,50.1372,6.075,25.63,94,100,5.06,overcast clouds
535,Rock Sound,BS,24.9,-76.2,72.95,57,2,8.3,clear sky
536,Domoni,KM,-12.2569,44.5319,80.71,80,100,4.36,light rain
537,Mogadishu,SO,2.0371,45.3438,76.87,83,0,13.8,clear sky
538,Almeirim,BR,-1.5233,-52.5817,72.43,96,100,0.31,light rain
539,Kaminoyama,JP,38.1539,140.2736,44.91,79,100,5.12,overcast clouds
540,Malartic,CA,48.1335,-78.1328,26.71,97,100,3.38,overcast clouds
541,Kingman,US,35.1894,-114.053,42.26,78,89,1.01,overcast clouds
542,Alugan,PH,12.2188,125.4808,81.0,81,100,4.94,light rain
543,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,100,100,6.91,overcast clouds
544,Zunyi,CN,27.6867,106.9072,36.9,78,99,1.28,overcast clouds
545,Lulea,SE,65.5842,22.1547,30.27,100,75,12.66,light snow
546,Morondava,MG,-20.2833,44.2833,84.2,63,47,4.72,scattered clouds
547,Nizhnevartovsk,RU,60.9344,76.5531,3.22,92,0,8.95,clear sky
548,Awjilah,LY,29.1081,21.2869,53.13,50,0,10.74,clear sky
549,Mwinilunga,ZM,-11.7358,24.4293,60.89,98,100,3.18,overcast clouds
550,Jumla,NP,29.2747,82.1838,48.9,10,1,5.26,clear sky
551,San Quintin,MX,30.4833,-115.95,54.59,71,12,10.85,few clouds
552,San Rafael,AR,-34.6177,-68.3301,68.81,68,73,4.03,broken clouds
553,Coahuayana,MX,18.7333,-103.6833,64.15,84,91,3.71,overcast clouds
554,Nouadhibou,MR,20.931,-17.0347,60.78,72,97,17.27,overcast clouds
555,Cururupu,BR,-1.8283,-44.8683,73.0,94,70,2.44,broken clouds
556,Pontianak,ID,-0.0333,109.3333,89.58,59,75,8.05,broken clouds
557,Bolshevik,BY,54.0065,27.5692,35.22,99,100,8.77,light snow
558,Homer,US,59.6425,-151.5483,33.76,93,100,8.01,light snow
559,La Asuncion,VE,11.0333,-63.8628,76.73,88,32,6.91,scattered clouds
